"","W1","W2","W3","Count"
"1015","ich","jetzt","auch",28
"1016","bin","ich","nicht",28
"1017","es","gibt","nur",28
"1018","heute","geht","es",28
"1019","auch","wenn","man",28
"1020","wo","bist","du",28
"1021","in","deutschland","und",28
"1022","ich","bin","noch",28
"1023","blick","auf","den",28
"1024","man","sich","nicht",28
"1025","es","hat","sich",28
"1026","es","wird","zeit",28
"1027","man","sich","die",28
"1028","viel","zu","früh",28
"1029","und","man","kann",28
"1030","ist","es","in",28
"1031","der","von","der",28
"1032","das","freut","mich",28
"1033","haben","sie","sich",28
"1034","gar","nicht","in",28
"1035","freue","mich","über",28
"1036","wunderschönen","guten","morgen",28
"1037","so","wie","die",28
"1038","ich","hab","noch",28
"1039","in","einer","woche",28
"1040","was","mach","ich",28
"1041","und","am","ende",28
"1042","auch","schon","wieder",28
"1043","eine","halbe","stunde",28
"1044","und","auch","der",28
"1045","habe","ich","mit",28
"1046","ein","paar","jahren",28
"1047","die","welt","ist",28
"1048","bin","ich","wieder",28
"1049","an","dem","ich",28
"1050","bei","der","arbeit",28
"1051","im","letzten","jahr",28
"1052","vielen","lieben","dank",28
"1053","dann","kann","man",28
"1054","und","nicht","mehr",28
"1055","um","18","uhr",28
"1056","gilt","auch","für",28
"1057","auch","heute","noch",28
"1058","ist","es","ein",28
"1059","bei","der","wahl",28
"1060","die","sich","nicht",28
"1061","nicht","an","die",28
"1062","auch","so","ein",28
"1063","ich","hab","keine",28
"1064","jahre","alt","und",28
"1065","es","in","einer",28
"1066","kurz","nach","dem",28
"1067","mehr","als","100",28
"1068","der","vereinten","nationen",28
"1069","auch","wenn","er",28
"1070","unter","dem","titel",28
"1071","unter","dem","strich",28
"1072","ist","der","erste",28
"1073","für","die","deutsche",28
"1074","unter","anderem","mit",28
"1075","ein","plus","von",28
"1076","die","regierung","in",28
"1077","sagte","der","sprecher",28
"1078","ich","kann","das",27
"1079","es","aber","nicht",27
"1080","ein","bisschen","mehr",27
"1081","heute","mal","wieder",27
"1082","keine","lust","mehr",27
"1083","wenn","man","es",27
"1084","dank","für","das",27
"1085","durch","die","gegend",27
"1086","in","den","händen",27
"1087","da","war","ich",27
"1088","war","in","der",27
"1089","jedes","mal","wenn",27
"1090","mal","schauen","ob",27
"1091","wieder","auf","dem",27
"1092","und","freue","mich",27
"1093","nicht","für","die",27
"1094","und","das","ganze",27
"1095","mal","ein","bisschen",27
"1096","der","welt","und",27
"1097","ich","will","das",27
"1098","das","weiß","ich",27
"1099","gibt","es","für",27
"1100","und","es","wird",27
"1101","zu","machen","und",27
"1102","sagen","dass","ich",27
"1103","wenn","man","in",27
"1104","sich","nicht","mehr",27
"1105","ist","nicht","zu",27
"1106","wenn","ich","mal",27
"1107","mit","dem","titel",27
"1108","ich","habe","ein",27
"1109","das","ist","mir",27
"1110","vor","allem","im",27
"1111","ein","paar","tagen",27
"1112","heute","und","morgen",27
"1113","und","über","die",27
"1114","in","dem","fall",27
"1115","scheint","die","sonne",27
"1116","das","wird","ein",27
"1117","etwas","mehr","als",27
"1118","die","ersten","beiden",27
"1119","vor","dem","spiel",27
"1120","auf","die","suche",27
"1121","schönen","guten","morgen",27
"1122","sich","in","die",27
"1123","und","dann","wird",27
"1124","habe","ich","nicht",27
"1125","für","die","meisten",27
"1126","die","gefahr","dass",27
"1127","die","mit","dem",27
"1128","gibt","es","das",27
"1129","ist","auch","die",27
"1130","weiß","nicht","ob",27
"1131","auch","nach","dem",27
"1132","blick","in","die",27
"1133","ist","bei","mir",27
"1134","von","beginn","an",27
"1135","ich","habe","heute",27
"1136","wird","in","den",27
"1137","dass","man","die",27
"1138","so","dass","ich",27
"1139","ab","in","die",27
"1140","dass","es","auch",27
"1141","heute","bin","ich",27
"1142","vor","allem","von",27
"1143","auf","der","einen",27
"1144","kein","wunder","dass",27
"1145","mehr","als","50",27
"1146","hat","in","den",27
"1147","zur","verfügung","stehen",27
"1148","nicht","sein","dass",27
"1149","in","der","tasche",27
"1150","grund","für","die",27
"1151","sich","von","der",27
"1152","der","new","york",27
"1153","den","kommenden","jahren",27
"1154","europäischen","zentralbank","ezb",27
"1155","für","die","die",26
"1156","ist","es","doch",26
"1157","wünsche","allen","einen",26
"1158","ist","das","der",26
"1159","aus","der","hand",26
"1160","hat","nicht","nur",26
"1161","man","muss","sich",26
"1162","noch","nie","so",26
"1163","auch","auf","der",26
"1164","ist","auch","noch",26
"1165","frage","ich","mich",26
"1166","gibt","es","hier",26
"1167","das","war","nicht",26
"1168","für","die","empfehlung",26
"1169","ist","auch","der",26
"1170","nicht","dass","der",26
"1171","aus","dem","bett",26
"1172","noch","bis","zum",26
"1173","aus","den","augen",26
"1174","es","ist","einfach",26
"1175","nicht","so","schlecht",26
"1176","in","der","u-bahn",26
"1177","nicht","zu","vergessen",26
"1178","sich","nicht","nur",26
"1179","gibt","es","ja",26
"1180","aus","dem","haus",26
"1181","bist","du","denn",26
"1182","wir","haben","ein",26
"1183","habe","ich","eine",26
"1184","hat","er","sich",26
"1185","in","der","eurozone",26
"1186","ist","mit","dem",26
"1187","ist","schon","wieder",26
"1188","ich","dann","auch",26
"1189","er","nicht","mehr",26
"1190","mir","in","der",26
"1191","muss","ich","noch",26
"1192","ist","in","den",26
"1193","der","in","den",26
"1194","sich","die","frage",26
"1195","einen","wunderschönen","guten",26
"1196","ich","mich","mit",26
"1197","in","der","alten",26
"1198","es","immer","noch",26
"1199","aber","auch","in",26
"1200","so","dass","die",26
"1201","ist","das","neue",26
"1202","aus","als","ob",26
"1203","und","schon","wieder",26
"1204","das","ist","nur",26
"1205","wo","sind","die",26
"1206","wieder","nach","hause",26
"1207","nicht","mit","der",26
"1208","mal","in","der",26
"1209","ist","auf","dem",26
"1210","habe","ich","den",26
"1211","ich","noch","ein",26
"1212","und","auf","dem",26
"1213","in","den","mund",26
"1214","nur","noch","mit",26
"1215","wenn","es","nicht",26
"1216","osama","bin","laden",26
"1217","immer","mal","wieder",26
"1218","vor","allem","bei",26
"1219","im","ersten","quartal",26
"1220","wie","es","in",26
"1221","sich","bei","den",26
"1222","vor","dem","hintergrund",26
"1223","er","ist","ein",26
"1224","ist","eine","der",26
"1225","dass","sich","das",26
"1226","was","willst","du",26
"1227","in","dem","sie",26
"1228","auch","auf","den",26
"1229","nach","dem","tod",26
"1230","den","usa","und",26
"1231","in","der","aktuellen",26
"1232","es","vor","allem",26
"1233","mit","denen","die",26
"1234","sich","in","einem",26
"1235","und","damit","die",26
"1236","vor","allem","mit",26
"1237","europäische","zentralbank","ezb",26
"1238","im","umgang","mit",26
"1239","die","preise","für",26
"1240","im","jahr","2010",26
"1241","als","die","hälfte",26
"1242","in","der","luft",26
"1243","mehr","als","20",26
"1244","er","sich","mit",26
"1245","in","der","euro-zone",26
"1246","milliarden","euro","die",26
"1247","kanzlerin","angela","merkel",26
"1248","wir","uns","auch",25
"1249","bis","zum","nächsten",25
"1250","gute","nacht","und",25
"1251","und","das","war",25
"1252","und","so","weiter",25
"1253","hätte","ich","auch",25
"1254","ich","mich","an",25
"1255","aber","es","war",25
"1256","sich","aus","dem",25
"1257","auch","ein","bisschen",25
"1258","nicht","an","der",25
"1259","an","einem","tag",25
"1260","aber","man","kann",25
"1261","viel","spaß","mit",25
"1262","spd","und","grüne",25
"1263","an","diesem","wochenende",25
"1264","zum","zweiten","mal",25
"1265","morgen","geht","es",25
"1266","ist","es","zu",25
"1267","oh","mein","gott",25
"1268","ebenso","wie","die",25
"1269","ich","mich","noch",25
"1270","euch","allen","ein",25
"1271","ich","bin","doch",25
"1272","den","letzten","tagen",25
"1273","wenn","ich","jetzt",25
"1274","und","mit","den",25
"1275","ist","gar","nicht",25
"1276","dachte","ich","mir",25
"1277","angst","vor","dem",25
"1278","man","sich","in",25
"1279","schnell","wie","möglich",25
"1280","dass","sie","die",25
"1281","zu","haben","und",25
"1282","wenn","ich","den",25
"1283","es","ist","schon",25
"1284","das","war","der",25
"1285","das","ist","gut",25
"1286","den","kommenden","wochen",25
"1287","dass","in","der",25
"1288","und","immer","noch",25
"1289","auf","den","boden",25
"1290","und","auf","den",25
"1291","bin","ich","mir",25
"1292","es","gibt","so",25
"1293","wir","sind","gespannt",25
"1294","ist","für","den",25
"1295","guten","morgen","ich",25
"1296","nicht","aber","ich",25
"1297","so","viel","zu",25
"1298","immer","noch","auf",25
"1299","wenn","sie","nicht",25
"1300","gibt","es","keinen",25
"1301","ist","einfach","nur",25
"1302","wie","man","sich",25
"1303","durch","die","stadt",25
"1304","dass","sie","es",25
"1305","nun","ist","es",25
"1306","jetzt","in","der",25
"1307","ist","dass","man",25
"1308","dass","es","eine",25
"1309","ja","auch","mal",25
"1310","aus","dem","urlaub",25
"1311","doch","nicht","so",25
"1312","von","der","deutschen",25
"1313","ich","bin","da",25
"1314","heute","auf","der",25
"1315","wo","ist","denn",25
"1316","ich","hoffe","ihr",25
"1317","mal","mit","dem",25
"1318","haben","wir","die",25
"1319","ich","mich","für",25
"1320","wie","sie","sich",25
"1321","kann","ich","es",25
"1322","sie","sich","auf",25
"1323","dass","ich","den",25
"1324","sich","mit","den",25
"1325","den","kommenden","monaten",25
"1326","jetzt","kann","ich",25
"1327","aber","ich","kann",25
"1328","zur","verfügung","gestellt",25
"1329","der","rest","der",25
"1330","heute","gibt","es",25
"1331","habe","ich","dann",25
"1332","alles","was","ich",25
"1333","schon","auf","die",25
"1334","wie","man","es",25
"1335","auf","die","beine",25
"1336","eine","wichtige","rolle",25
"1337","froh","dass","ich",25
"1338","nicht","mit","den",25
"1339","von","der","universität",25
"1340","auf","der","liste",25
"1341","noch","viel","mehr",25
"1342","für","das","neue",25
"1343","als","einer","der",25
"1344","auch","wenn","das",25
"1345","nach","ein","paar",25
"1346","im","vorfeld","der",25
"1347","darauf","dass","die",25
"1348","der","anteil","der",25
"1349","in","der","krise",25
"1350","milliarden","euro","in",25
"1351","in","europa","und",25
"1352","den","angaben","zufolge",25
"1353","die","nachfrage","nach",25
"1354","ich","hätte","gerne",24
"1355","nach","dem","ersten",24
"1356","es","lohnt","sich",24
"1357","dass","er","nicht",24
"1358","nicht","um","die",24
"1359","die","menschen","die",24
"1360","finde","ich","auch",24
"1361","wie","kann","ich",24
"1362","es","bei","den",24
"1363","in","der","kategorie",24
"1364","ab","ins","bett",24
"1365","daran","dass","die",24
"1366","sich","an","den",24
"1367","für","die","menschen",24
"1368","in","dem","ich",24
"1369","ich","mich","schon",24
"1370","nach","hause","und",24
"1371","nur","in","den",24
"1372","von","der","polizei",24
"1373","sie","sich","nicht",24
"1374","ist","wieder","da",24
"1375","nicht","zu","viel",24
"1376","es","mit","einem",24
"1377","dann","doch","nicht",24
"1378","der","einzige","der",24
"1379","leider","nicht","mehr",24
"1380","wie","auch","immer",24
"1381","in","der","ich",24
"1382","das","wetter","ist",24
"1383","bis","18","uhr",24
"1384","ich","habe","ja",24
"1385","wenn","das","so",24
"1386","dass","es","ein",24
"1387","guten","morgen","zusammen",24
"1388","hast","du","schon",24
"1389","um","diese","uhrzeit",24
"1390","dann","werde","ich",24
"1391","erinnert","mich","an",24
"1392","was","für","die",24
"1393","bei","mir","nicht",24
"1394","ich","mir","den",24
"1395","mal","gar","nicht",24
"1396","ist","nicht","das",24
"1397","mehr","in","der",24
"1398","gibt","es","aber",24
"1399","und","ich","werde",24
"1400","die","mehrheit","der",24
"1401","geht","zu","ende",24
"1402","einem","halben","jahr",24
"1403","ich","habe","schon",24
"1404","habt","ihr","schon",24
"1405","und","was","macht",24
"1406","und","wenn","es",24
"1407","am","nächsten","morgen",24
"1408","wenn","ich","in",24
"1409","dann","geht","es",24
"1410","die","auf","der",24
"1411","ich","mich","in",24
"1412","und","für","den",24
"1413","im","anschluss","an",24
"1414","seit","einiger","zeit",24
"1415","in","die","augen",24
"1416","ich","auf","der",24
"1417","es","gibt","keinen",24
"1418","das","für","ein",24
"1419","mal","wieder","was",24
"1420","nur","auf","die",24
"1421","es","bei","uns",24
"1422","glaube","nicht","dass",24
"1423","ich","mit","der",24
"1424","bin","gespannt","auf",24
"1425","ich","immer","noch",24
"1426","und","ja","ich",24
"1427","sich","gut","an",24
"1428","auch","ein","wenig",24
"1429","nein","das","ist",24
"1430","ich","ja","schon",24
"1431","ich","würde","ja",24
"1432","ein","hoch","auf",24
"1433","nach","dem","spiel",24
"1434","ist","es","soweit",24
"1435","ins","neue","jahr",24
"1436","ich","hab","schon",24
"1437","und","dann","die",24
"1438","er","sich","nicht",24
"1439","hast","du","recht",24
"1440","die","auf","den",24
"1441","eigentlich","wollte","ich",24
"1442","wir","sind","in",24
"1443","dass","ich","mir",24
"1444","und","die","anderen",24
"1445","gespannt","auf","die",24
"1446","sich","über","den",24
"1447","ein","schönes","we",24
"1448","nach","dem","ende",24
"1449","das","ist","alles",24
"1450","unter","dem","namen",24
"1451","auch","mit","einem",24
"1452","dass","es","so",24
"1453","mit","hilfe","der",24
"1454","also","habe","ich",24
"1455","zu","werden","und",24
"1456","dir","auch","einen",24
"1457","die","sache","mit",24
"1458","dann","auch","mal",24
"1459","kampf","gegen","den",24
"1460","heute","ist","der",24
"1461","was","ist","eigentlich",24
"1462","nicht","nur","auf",24
"1463","der","nähe","des",24
"1464","eigentlich","gar","nicht",24
"1465","wir","haben","in",24
"1466","nicht","so","schnell",24
"1467","sich","an","der",24
"1468","wolfgang","schäuble","cdu",24
"1469","das","kann","ja",24
"1470","gespräch","mit","der",24
"1471","aber","vor","allem",24
"1472","in","einem","jahr",24
"1473","antwort","auf","die",24
"1474","geht","es","nicht",24
"1475","dem","vernehmen","nach",24
"1476","heißt","es","im",24
"1477","nach","ansicht","der",24
"1478","us-präsident","barack","obama",24
"1479","nur","halb","so",23
"1480","das","finde","ich",23
"1481","wenn","sie","die",23
"1482","die","man","sich",23
"1483","aber","nicht","zu",23
"1484","auch","wenn","der",23
"1485","euro","im","jahr",23
"1486","was","mache","ich",23
"1487","und","dann","auf",23
"1488","um","19","uhr",23
"1489","nicht","was","ich",23
"1490","nicht","so","wie",23
"1491","der","vereinigten","staaten",23
"1492","aber","wenn","man",23
"1493","die","arbeit","der",23
"1494","in","der","s-bahn",23
"1495","in","der","2",23
"1496","nicht","mehr","an",23
"1497","noch","viel","zu",23
"1498","gewesen","zu","sein",23
"1499","in","die","richtige",23
"1500","die","sich","im",23
"1501","in","der","eigenen",23
"1502","gleich","geht","es",23
"1503","kann","mich","nicht",23
"1504","ich","das","gefühl",23
"1505","ist","es","eine",23
"1506","den","nächsten","wochen",23
"1507","an","der","zeit",23
"1508","das","haben","wir",23
"1509","auf","der","flucht",23
"1510","kann","doch","nicht",23
"1511","die","art","und",23
"1512","wie","war","das",23
"1513","noch","auf","die",23
"1514","sollte","man","sich",23
"1515","auf","dem","laufenden",23
"1516","rest","der","welt",23
"1517","nur","noch","wenige",23
"1518","keine","lust","auf",23
"1519","war","es","auch",23
"1520","erst","in","der",23
