"","W1","W2","W3","W4","Count"
"811","polen","und","der","ukraine",8
"812","auf","die","beine","zu",8
"813","die","tatsache","dass","die",8
"814","an","die","spitze","der",8
"815","nicht","so","stark","wie",8
"816","präsident","der","europäischen","zentralbank",8
"817","zum","dritten","mal","in",8
"818","steht","noch","nicht","fest",8
"819","in","diesem","jahr","das",8
"820","in","den","vergangenen","jahrzehnten",8
"821","ausbau","der","erneuerbaren","energien",8
"822","seit","mehr","als","zehn",8
"823","mehr","als","zehn","jahren",8
"824","die","in","den","vergangenen",8
"825","in","einem","gespräch","mit",8
"826","mit","der","nachrichtenagentur","dpa",8
"827","die","bank","of","america",8
"828","standard","poor's","s","p",8
"829","der","welt","am","sonntag",8
"830","auch","bundeskanzlerin","angela","merkel",8
"831","prozent","mehr","als","im",8
"832","es","in","den","vergangenen",8
"833","mehr","als","90","prozent",8
"834","der","nacht","zum","montag",8
"835","frankreichs","staatspräsident","nicolas","sarkozy",8
"836","aus","den","eigenen","reihen",8
"837","wies","darauf","hin","dass",8
"838","in","den","sechziger","jahren",8
"839","im","gespräch","mit","unserer",8
"840","in","den","griff","bekommen",8
"841","von","bundeskanzlerin","angela","merkel",8
"842","der","frankfurter","allgemeinen","sonntagszeitung",8
"843","kann","ich","leider","nicht",7
"844","tut","mir","sehr","leid",7
"845","und","ich","freu","mich",7
"846","von","tag","zu","tag",7
"847","schatz","ich","liebe","dich",7
"848","von","jahr","zu","jahr",7
"849","viel","spaß","auf","der",7
"850","alles","gute","für","die",7
"851","kann","ich","mir","nicht",7
"852","ich","denke","nicht","dass",7
"853","bei","uns","zu","gast",7
"854","und","einen","guten","rutsch",7
"855","um","nicht","zu","sagen",7
"856","vielen","dank","für","#ff",7
"857","dank","für","#ff","und",7
"858","hand","in","hand","mit",7
"859","geht","es","mit","der",7
"860","schon","auf","die","nächste",7
"861","ich","geh","jetzt","ins",7
"862","das","erste","mal","seit",7
"863","mich","jetzt","schon","auf",7
"864","in","die","hand","nehmen",7
"865","war","gar","nicht","so",7
"866","man","kann","sich","auch",7
"867","mal","wieder","auf","dem",7
"868","wenn","das","so","weitergeht",7
"869","mit","auf","den","weg",7
"870","ich","habe","ja","auch",7
"871","und","was","machst","du",7
"872","schon","ewig","nicht","mehr",7
"873","ich","war","noch","nie",7
"874","noch","nie","in","meinem",7
"875","nie","in","meinem","leben",7
"876","halb","so","viel","wie",7
"877","noch","ein","paar","tage",7
"878","herzlichen","dank","für","den",7
"879","hast","du","das","denn",7
"880","ich","schon","lange","nicht",7
"881","wird","auf","jeden","fall",7
"882","gott","sei","dank","ist",7
"883","geht","mal","gar","nicht",7
"884","und","die","sonne","scheint",7
"885","herzlichen","glückwunsch","an","die",7
"886","das","ist","ein","sehr",7
"887","nicht","zu","vergessen","die",7
"888","ich","bin","stolz","auf",7
"889","tag","der","deutschen","einheit",7
"890","#ff","und","ein","schönes",7
"891","kann","es","kaum","erwarten",7
"892","ist","ein","bisschen","wie",7
"893","es","geht","nicht","mehr",7
"894","mal","sehen","wie","die",7
"895","ich","gar","nicht","mehr",7
"896","der","bild","am","sonntag",7
"897","nur","noch","wenige","tage",7
"898","wie","war","das","mit",7
"899","kann","nur","besser","werden",7
"900","ist","der","unterschied","zwischen",7
"901","fühle","mich","wie","ein",7
"902","ein","tolles","wochenende","und",7
"903","tolles","wochenende","und","viel",7
"904","wochenende","und","viel","spaß",7
"905","viel","spaß","im","kino",7
"906","geht","es","in","die",7
"907","es","gibt","nur","eine",7
"908","das","ist","doch","das",7
"909","ich","glaube","dass","die",7
"910","guten","morgen","es","ist",7
"911","wünsche","einen","guten","start",7
"912","den","ganzen","tag","nur",7
"913","dank","für","den","hinweis",7
"914","heute","das","erste","mal",7
"915","gleich","geht","es","los",7
"916","war","das","erste","mal",7
"917","denn","das","für","eine",7
"918","wo","hast","du","das",7
"919","kennt","ihr","das","ihr",7
"920","drückt","mir","die","daumen",7
"921","bin","ich","der","einzige",7
"922","ich","bin","mir","nicht",7
"923","in","der","mitte","des",7
"924","so","viel","wie","die",7
"925","war","mal","wieder","ein",7
"926","in","der","zeit","vom",7
"927","danke","für","den","retweet",7
"928","dass","sie","es","nicht",7
"929","wenn","das","mal","nicht",7
"930","nicht","mehr","in","die",7
"931","in","der","lage","sind",7
"932","danke","für","den","tip",7
"933","in","der","hand","halten",7
"934","bin","ich","ja","auch",7
"935","die","guten","alten","zeiten",7
"936","ist","auch","nicht","mehr",7
"937","wir","hoffen","dass","die",7
"938","noch","luft","nach","oben",7
"939","kann","es","sein","das",7
"940","und","einen","schönen","tag",7
"941","was","tut","man","nicht",7
"942","tut","man","nicht","alles",7
"943","wünsche","allen","eine","gute",7
"944","was","ist","denn","mit",7
"945","hat","jemand","eine","idee",7
"946","ich","freue","mich","sehr",7
"947","es","dann","doch","nicht",7
"948","und","ein","schönes","we",7
"949","am","anderen","ende","der",7
"950","ich","das","erste","mal",7
"951","kennt","ihr","das","wenn",7
"952","mir","nicht","vorstellen","dass",7
"953","heute","den","ganzen","tag",7
"954","gar","nicht","mehr","auf",7
"955","hab","einen","schönen","tag",7
"956","ich","auch","nicht","aber",7
"957","was","machst","du","denn",7
"958","in","die","welt","der",7
"959","an","alle","die","da",7
"960","alle","die","da","waren",7
"961","wünsche","dir","einen","schönen",7
"962","vor","allem","auf","den",7
"963","wir","sind","froh","dass",7
"964","und","was","hast","du",7
"965","gar","nicht","mehr","so",7
"966","habe","ich","auch","schon",7
"967","ich","den","ganzen","tag",7
"968","robert","cias","debütroman","sex",7
"969","cias","debütroman","sex","in",7
"970","debütroman","sex","in","berlin",7
"971","wie","ist","das","wetter",7
"972","das","nenne","ich","mal",7
"973","und","ich","bin","schon",7
"974","du","bist","ja","auch",7
"975","wo","ist","das","problem",7
"976","müde","bin","ich","geh",7
"977","bin","ich","geh","zur",7
"978","noch","viel","zu","tun",7
"979","noch","lange","nicht","dass",7
"980","an","der","grenze","zu",7
"981","erfolgreichen","start","in","die",7
"982","gibt","es","auch","einen",7
"983","mich","schon","auf","den",7
"984","mit","nach","hause","nehmen",7
"985","und","ich","bin","auch",7
"986","bin","ich","mal","wieder",7
"987","zum","glück","gibt","es",7
"988","wir","wünschen","euch","allen",7
"989","und","dann","kann","man",7
"990","oder","was","auch","immer",7
"991","mal","auf","den","weg",7
"992","wie","kann","man","sich",7
"993","schon","ein","paar","tage",7
"994","sendung","mit","der","maus",7
"995","um","genau","zu","sein",7
"996","bin","ich","aber","froh",7
"997","es","ist","immer","noch",7
"998","wenn","man","bedenkt","wie",7
"999","in","einer","welt","in",7
"1000","ich","weiß","nicht","was",7
"1001","guten","morgen","ich","wünsche",7
"1002","ich","habe","keine","ahnung",7
"1003","ist","so","gut","wie",7
"1004","auch","wenn","ich","nicht",7
"1005","hat","jemand","ne","idee",7
"1006","es","ist","nur","eine",7
"1007","und","das","auch","noch",7
"1008","bei","euch","auch","so",7
"1009","vielen","lieben","dank","für",7
"1010","nur","für","den","fall",7
"1011","wie","macht","ihr","das",7
"1012","es","sich","um","einen",7
"1013","wir","uns","auf","den",7
"1014","für","mich","ist","es",7
"1015","aber","ich","weiß","nicht",7
"1016","in","der","lage","ist",7
"1017","sind","nicht","nur","die",7
"1018","ich","bin","auf","der",7
"1019","es","wird","zeit","für",7
"1020","ich","freue","mich","so",7
"1021","nach","einem","gespräch","mit",7
"1022","wenn","ich","es","nicht",7
"1023","an","dieser","stelle","noch",7
"1024","liebe","auf","den","ersten",7
"1025","das","zu","tun","was",7
"1026","auf","der","welt","die",7
"1027","auf","den","tag","genau",7
"1028","ganz","oben","auf","der",7
"1029","gibt","es","nur","noch",7
"1030","sehr","viel","spaß","gemacht",7
"1031","der","stadt","in","der",7
"1032","ist","es","nicht","so",7
"1033","morgen","in","die","runde",7
"1034","der","zeit","in","der",7
"1035","und","vor","allem","die",7
"1036","in","der","nächsten","zeit",7
"1037","gibt","es","nicht","mehr",7
"1038","auf","den","weg","in",7
"1039","für","die","kommende","saison",7
"1040","vor","allem","wenn","es",7
"1041","blick","aus","dem","fenster",7
"1042","vielen","dank","für","deine",7
"1043","den","ganzen","tag","über",7
"1044","gar","nicht","erst","an",7
"1045","in","den","händen","von",7
"1046","auf","jeden","fall","nicht",7
"1047","ich","habe","gehört","dass",7
"1048","nach","wie","vor","nicht",7
"1049","es","geht","um","den",7
"1050","und","dann","geh","ich",7
"1051","auf","den","tisch","legen",7
"1052","hier","geht","es","um",7
"1053","über","die","zukunft","der",7
"1054","für","das","amt","des",7
"1055","mal","wieder","ein","paar",7
"1056","was","für","ein","glück",7
"1057","ich","bin","gespannt","wie",7
"1058","und","es","gibt","auch",7
"1059","auch","in","den","nächsten",7
"1060","vor","ein","paar","monaten",7
"1061","in","den","letzten","drei",7
"1062","darauf","hin","dass","es",7
"1063","und","dann","gibt","es",7
"1064","das","ist","für","mich",7
"1065","mehr","als","doppelt","so",7
"1066","mit","der","suche","nach",7
"1067","geht","es","in","den",7
"1068","auf","den","punkt","gebracht",7
"1069","ist","alles","andere","als",7
"1070","sich","in","den","nächsten",7
"1071","zum","glück","habe","ich",7
"1072","es","sich","um","ein",7
"1073","ein","großer","teil","der",7
"1074","ich","weiß","dass","ich",7
"1075","für","eure","lieben","kommentare",7
"1076","gibt","es","auch","in",7
"1077","der","agentur","für","arbeit",7
"1078","nach","dem","ende","des",7
"1079","geplant","und","sonntag","möchte",7
"1080","so","etwas","wie","die",7
"1081","war","von","anfang","an",7
"1082","die","sache","mit","den",7
"1083","die","sich","um","die",7
"1084","nicht","in","den","griff",7
"1085","frau","von","der","leyen",7
"1086","es","in","den","letzten",7
"1087","wir","haben","in","den",7
"1088","menschen","ums","leben","gekommen",7
"1089","in","der","mitte","der",7
"1090","in","die","kritik","geraten",7
"1091","geht","es","vor","allem",7
"1092","es","vor","allem","um",7
"1093","in","der","ersten","woche",7
"1094","uns","auf","den","weg",7
"1095","mehr","als","einem","jahr",7
"1096","von","acht","milliarden","euro",7
"1097","laut","einem","bericht","der",7
"1098","europäischer","zentralbank","ezb","und",7
"1099","sagte","regierungssprecher","steffen","seibert",7
"1100","in","die","tat","umgesetzt",7
"1101","wie","sie","in","der",7
"1102","der","kampf","gegen","den",7
"1103","in","der","frankfurter","allgemeinen",7
"1104","in","europa","und","den",7
"1105","sagte","der","sprecher","der",7
"1106","mit","bundeskanzlerin","angela","merkel",7
"1107","es","in","der","studie",7
"1108","auf","dem","richtigen","weg",7
"1109","die","frankfurter","allgemeine","zeitung",7
"1110","der","neuen","osnabrücker","zeitung",7
"1111","im","vergangenen","jahr","hatte",7
"1112","die","debatte","um","die",7
"1113","mit","blick","auf","das",7
"1114","frankreichs","präsident","nicolas","sarkozy",7
"1115","die","ratingagentur","standard","poor's",7
"1116","bei","der","vorstellung","des",7
"1117","der","dow-jones-index","der","standardwerte",7
"1118","der","unionsfraktion","im","bundestag",7
"1119","fannie","mae","und","freddie",7
"1120","mae","und","freddie","mac",7
"1121","bundesumweltminister","norbert","röttgen","cdu",7
"1122","mitte","der","neunziger","jahre",7
"1123","um","1,8","prozent","auf",7
"1124","auf","dem","gebiet","der",7
"1125","an","den","kosten","der",7
"1126","in","den","siebziger","jahren",7
"1127","präsentierten","sich","die","aktienkurse",7
"1128","sich","die","aktienkurse","im",7
"1129","die","aktienkurse","im","nachbörslichen",7
"1130","aktienkurse","im","nachbörslichen","amerikanischen",7
"1131","nachbörslichen","amerikanischen","handel","am",7
"1132","im","vergleich","zum","regulären",7
"1133","vergleich","zum","regulären","geschäft",7
"1134","zum","regulären","geschäft","der",7
"1135","regulären","geschäft","der","nasdaq",7
"1136","geschäft","der","nasdaq","after",7
"1137","der","nasdaq","after","hours",7
"1138","nasdaq","after","hours","indicator",7
"1139","vor","zinsen","und","steuern",7
"1140","bundesjustizministerin","sabine","leutheusser-schnarrenberger","fdp",7
"1141","der","europäischen","union","und",7
"1142","zwischen","2000","und","2006",7
"1143","den","höchsten","stand","seit",7
"1144","am","montag","in","berlin",7
"1145","in","der","europa","league",7
"1146","französischen","präsidenten","nicolas","sarkozy",7
"1147","dafür","sorgen","dass","die",7
"1148","mit","einem","plus","von",7
"1149","allen","einen","guten","morgen",6
"1150","schönen","start","in","die",6
"1151","da","hab","ich","ja",6
"1152","ich","frage","mich","was",6
"1153","in","ein","paar","stunden",6
"1154","oh","gott","oh","gott",6
"1155","das","kommt","davon","wenn",6
"1156","kommt","davon","wenn","man",6
"1157","ich","wünsche","euch","eine",6
"1158","jetzt","freu","ich","mich",6
"1159","es","ist","mal","wieder",6
"1160","freut","mich","zu","hören",6
"1161","auf","jeden","fall","und",6
"1162","guten","rutsch","ins","jahr",6
"1163","rutsch","ins","jahr","2011",6
"1164","aber","danke","für","die",6
"1165","das","ist","doch","kein",6
"1166","bin","ich","ja","mal",6
"1167","ich","ja","mal","gespannt",6
"1168","in","der","schule","und",6
"1169","und","was","mache","ich",6
"1170","bis","zu","15","prozent",6
"1171","und","jetzt","auch","noch",6
"1172","ist","es","nicht","mehr",6
"1173","ich","frage","mich","wie",6
"1174","dank","für","die","empfehlung",6
"1175","und","viel","spaß","mit",6
"1176","nach","so","langer","zeit",6
"1177","ich","bin","noch","nicht",6
"1178","da","fragt","man","sich",6
"1179","hätte","ich","auch","gerne",6
"1180","wenn","ich","mir","das",6
"1181","es","ist","immer","wieder",6
"1182","das","geht","gar","nicht",6
"1183","wo","kann","man","denn",6
"1184","ich","hab","das","gefühl",6
"1185","das","kann","ich","auch",6
"1186","ich","erinnere","mich","noch",6
"1187","wenn","ich","das","richtig",6
"1188","vielleicht","sieht","man","sich",6
"1189","guten","morgen","liebe","follower",6
"1190","wir","sind","gespannt","auf",6
"1191","guten","morgen","mit","dem",6
"1192","morgen","mit","dem","spruch",6
"1193","mit","dem","spruch","des",6
"1194","dem","spruch","des","tages",6
"1195","es","hat","sich","gelohnt",6
"1196","bin","mir","sicher","dass",6
"1197","es","ist","ja","auch",6
"1198","noch","nicht","zu","ende",6
"1199","das","tut","mir","leid",6
"1200","in","der","nähe","vom",6
"1201","wünschen","allen","einen","schönen",6
"1202","das","waren","noch","zeiten",6
"1203","on","my","way","to",6
"1204","des","1","fc","köln",6
"1205","ich","weiß","was","ich",6
"1206","was","sind","das","für",6
"1207","dem","tag","an","dem",6
"1208","was","für","ein","wetter",6
"1209","ist","das","nicht","ein",6
"1210","hab","ich","das","gefühl",6
