"","W1","W2","Count"
"1272","sind","ja",128
"1273","mich","jetzt",128
"1274","für","euch",128
"1275","heute","mal",128
"1276","es","immer",128
"1277","war","schon",128
"1278","dann","kann",128
"1279","ist","gut",128
"1280","das","schon",128
"1281","ist","man",128
"1282","weil","der",128
"1283","man","sie",128
"1284","fand","ich",128
"1285","von","denen",128
"1286","darüber","hinaus",128
"1287","allen","einen",127
"1288","nicht","da",127
"1289","und","kann",127
"1290","ist","nun",127
"1291","mich","mit",127
"1292","sie","noch",127
"1293","sein","die",127
"1294","kann","und",127
"1295","und","dabei",127
"1296","ist","eigentlich",126
"1297","so","aus",126
"1298","hat","einen",126
"1299","war","ja",126
"1300","auf","ihre",126
"1301","nicht","bei",126
"1302","wie","viel",126
"1303","gewesen","sein",126
"1304","erste","mal",126
"1305","lassen","und",126
"1306","oder","der",126
"1307","das","wort",126
"1308","und","sind",126
"1309","der","region",126
"1310","waren","es",125
"1311","kommt","die",125
"1312","ab","sofort",125
"1313","es","heute",125
"1314","muss","die",125
"1315","und","mehr",125
"1316","sich","so",125
"1317","sich","schon",125
"1318","fühle","mich",125
"1319","sagte","die",125
"1320","die","beste",125
"1321","auch","nach",125
"1322","das","sich",125
"1323","mich","in",124
"1324","sind","schon",124
"1325","ich","einen",124
"1326","es","jetzt",124
"1327","als","ob",124
"1328","willst","du",124
"1329","habe","das",124
"1330","bis","jetzt",124
"1331","jetzt","auf",124
"1332","eine","kleine",124
"1333","denn","der",124
"1334","der","beiden",124
"1335","die","wir",124
"1336","und","natürlich",123
"1337","mal","schauen",123
"1338","mache","ich",123
"1339","so","langsam",123
"1340","ich","sehe",123
"1341","sind","aber",123
"1342","sehr","schön",123
"1343","der","schule",123
"1344","am","abend",123
"1345","klar","dass",123
"1346","um","zu",123
"1347","der","bahn",123
"1348","die","augen",123
"1349","der","spd",123
"1350","sich","dann",123
"1351","ist","nach",123
"1352","noch","das",122
"1353","gerade","in",122
"1354","die","einen",122
"1355","man","auf",122
"1356","du","auch",122
"1357","die","banken",122
"1358","aber","mit",122
"1359","und","meine",122
"1360","der","straße",122
"1361","und","sein",122
"1362","es","nach",122
"1363","eine","art",122
"1364","die","europäische",122
"1365","am","tag",121
"1366","weg","nach",121
"1367","habe","mich",121
"1368","danke","dir",121
"1369","ein","jahr",121
"1370","ein","guter",121
"1371","das","zu",121
"1372","oder","ein",121
"1373","was","mit",121
"1374","wie","kann",121
"1375","und","mir",121
"1376","das","von",121
"1377","nur","weil",121
"1378","das","muss",121
"1379","sie","im",121
"1380","den","menschen",120
"1381","bei","denen",120
"1382","sie","mir",120
"1383","noch","viel",120
"1384","ihr","euch",120
"1385","während","die",120
"1386","sich","vor",120
"1387","zu","geben",120
"1388","der","regel",120
"1389","sei","ein",120
"1390","machen","und",120
"1391","und","nur",119
"1392","bin","schon",119
"1393","nicht","auch",119
"1394","im","september",119
"1395","nur","einen",119
"1396","da","nicht",119
"1397","hab","mich",119
"1398","und","viel",119
"1399","auf","einmal",119
"1400","der","politik",119
"1401","und","zum",119
"1402","wenn","ein",119
"1403","der","nächsten",119
"1404","im","november",119
"1405","und","alle",118
"1406","auf","twitter",118
"1407","am","morgen",118
"1408","da","sind",118
"1409","in","jedem",118
"1410","konnte","ich",118
"1411","nicht","vergessen",118
"1412","kein","problem",118
"1413","werden","soll",118
"1414","die","noch",117
"1415","ich","ihn",117
"1416","lohnt","sich",117
"1417","zu","diesem",117
"1418","da","muss",117
"1419","jetzt","in",117
"1420","ja","und",117
"1421","muss","es",117
"1422","kann","ja",117
"1423","zwei","jahren",117
"1424","der","zweiten",117
"1425","einfach","zu",117
"1426","wegen","des",117
"1427","weiß","nicht",117
"1428","sich","noch",117
"1429","aus","die",117
"1430","wird","nicht",117
"1431","dass","diese",117
"1432","in","ihren",117
"1433","ach","ja",116
"1434","daran","dass",116
"1435","lange","nicht",116
"1436","macht","sich",116
"1437","sind","doch",116
"1438","dass","eine",116
"1439","in","china",116
"1440","was","in",116
"1441","nichts","zu",116
"1442","ob","er",116
"1443","so","sehr",116
"1444","1","0",116
"1445","sie","dann",116
"1446","das","bild",115
"1447","die","zweite",115
"1448","danke","fürs",115
"1449","so","einfach",115
"1450","ich","gerade",115
"1451","bin","ja",115
"1452","wieder","da",115
"1453","war","in",115
"1454","20","uhr",115
"1455","find","ich",115
"1456","kann","mich",115
"1457","und","andere",115
"1458","auch","zu",115
"1459","von","dir",115
"1460","dank","an",115
"1461","es","am",115
"1462","du","kannst",115
"1463","das","team",115
"1464","im","gegensatz",115
"1465","und","haben",115
"1466","schon","einmal",115
"1467","sollen","die",115
"1468","den","beiden",115
"1469","mich","dann",114
"1470","ihr","seid",114
"1471","es","eigentlich",114
"1472","keine","lust",114
"1473","aus","als",114
"1474","zu","früh",114
"1475","neben","der",114
"1476","oder","wie",114
"1477","sich","nur",114
"1478","das","ende",114
"1479","haben","es",114
"1480","gut","aus",114
"1481","die","partei",114
"1482","von","ihm",114
"1483","trotz","der",114
"1484","zeigte","sich",114
"1485","das","heißt",113
"1486","ich","könnte",113
"1487","1","1",113
"1488","ist","wenn",113
"1489","und","morgen",113
"1490","weg","zum",113
"1491","seit","der",113
"1492","man","nur",113
"1493","auf","mich",113
"1494","zu","müssen",113
"1495","was","der",113
"1496","sollte","ich",113
"1497","werden","auch",113
"1498","nur","wenn",113
"1499","wir","noch",113
"1500","ist","wirklich",113
"1501","ist","was",113
"1502","sie","bei",113
"1503","gleich","mal",112
"1504","für","meine",112
"1505","ich","komme",112
"1506","ist","keine",112
"1507","dem","ich",112
"1508","mir","jetzt",112
"1509","das","stimmt",112
"1510","steve","jobs",112
"1511","man","so",112
"1512","geht","nicht",112
"1513","eines","der",112
"1514","eine","stunde",112
"1515","zu","kaufen",112
"1516","kurz","nach",112
"1517","die","am",112
"1518","der","krise",112
"1519","zu","viele",111
"1520","noch","ne",111
"1521","mal","den",111
"1522","weil","das",111
"1523","wieder","mal",111
"1524","natürlich","nicht",111
"1525","so","das",111
"1526","nicht","ein",111
"1527","das","ja",111
"1528","schon","immer",111
"1529","mit","dieser",111
"1530","dass","auch",111
"1531","wäre","ich",111
"1532","er","im",111
"1533","aber","was",111
"1534","im","laufe",111
"1535","so","ich",111
"1536","uns","die",111
"1537","allerdings","nicht",111
"1538","und","bin",110
"1539","ich","dich",110
"1540","weil","man",110
"1541","die","vielen",110
"1542","eine","sehr",110
"1543","hatten","wir",110
"1544","darauf","dass",110
"1545","zu","wollen",110
"1546","wir","den",110
"1547","wer","sich",110
"1548","der","nicht",110
"1549","können","sich",110
"1550","die","besten",110
"1551","sowie","die",110
"1552","sie","ein",109
"1553","macht","das",109
"1554","ja","so",109
"1555","der","für",109
"1556","nur","zu",109
"1557","und","ohne",109
"1558","also","die",109
"1559","in","griechenland",109
"1560","du","es",109
"1561","die","große",109
"1562","ich","eigentlich",109
"1563","ich","am",109
"1564","kann","sie",109
"1565","der","geschichte",109
"1566","und","diese",109
"1567","morgen","und",108
"1568","es","denn",108
"1569","eine","schöne",108
"1570","auch","sehr",108
"1571","das","gleiche",108
"1572","zeit","und",108
"1573","wollen","wir",108
"1574","nein","ich",108
"1575","aber","schon",108
"1576","war","aber",108
"1577","eine","frau",108
"1578","sind","alle",108
"1579","wir","es",108
"1580","umgang","mit",108
"1581","wir","brauchen",108
"1582","der","hat",108
"1583","noch","bis",108
"1584","aber","keine",108
"1585","über","ein",108
"1586","nun","die",108
"1587","nur","von",108
"1588","die","bundesregierung",108
"1589","bereits","im",108
"1590","aber","im",107
"1591","du","die",107
"1592","uns","in",107
"1593","der","lage",107
"1594","werd","ich",107
"1595","sie","an",107
"1596","mit","meiner",107
"1597","ein","stück",107
"1598","und","wo",107
"1599","sie","eine",107
"1600","machen","wir",107
"1601","hört","sich",107
"1602","sagen","dass",107
"1603","guten","start",107
"1604","gut","an",107
"1605","sie","als",107
"1606","unter","die",107
"1607","ist","wohl",107
"1608","es","kann",107
"1609","kampf","gegen",107
"1610","da","der",107
"1611","der","partei",107
"1612","die","lage",107
"1613","mal","das",106
"1614","bin","auch",106
"1615","teil","des",106
"1616","ich","nun",106
"1617","mir","zu",106
"1618","wieder","an",106
"1619","ja","nur",106
"1620","den","deutschen",106
"1621","mal","bei",106
"1622","wie","auch",106
"1623","mit","viel",106
"1624","mit","diesem",106
"1625","braucht","man",106
"1626","einer","woche",106
"1627","er","es",106
"1628","man","im",105
"1629","geht","um",105
"1630","immer","nur",105
"1631","wenn","auch",105
"1632","der","rest",105
"1633","mit","dir",105
"1634","mich","mal",105
"1635","könnte","man",105
"1636","sie","aber",105
"1637","nicht","über",105
"1638","gut","wie",105
"1639","oder","andere",105
"1640","hatten","sich",105
"1641","nie","wieder",104
"1642","wieder","eine",104
"1643","kommt","es",104
"1644","ich","mach",104
"1645","hatte","es",104
"1646","zum","teil",104
"1647","sollte","die",104
"1648","lust","auf",104
"1649","die","bei",104
"1650","ihr","das",104
"1651","ist","hier",104
"1652","gute","idee",104
"1653","man","einen",104
"1654","der","das",104
"1655","würde","mich",104
"1656","aber","da",104
"1657","die","entwicklung",104
"1658","uns","nicht",104
"1659","wir","hatten",104
"1660","oder","in",104
"1661","davon","aus",104
"1662","über","dem",104
"1663","er","auf",104
"1664","sagte","ein",104
"1665","und","mich",103
"1666","damit","ich",103
"1667","mehr","auf",103
"1668","wie","wir",103
"1669","alles","gut",103
"1670","das","mal",103
"1671","aber","jetzt",103
"1672","der","vergangenheit",103
"1673","zurück","in",103
"1674","alle","anderen",103
"1675","gestern","abend",103
"1676","zu","erreichen",103
"1677","auf","facebook",103
"1678","sogar","noch",103
"1679","im","zweiten",103
"1680","die","gäste",103
"1681","ich","mein",103
"1682","sie","von",103
"1683","gebe","es",103
"1684","dich","nicht",102
"1685","die","einzige",102
"1686","mich","zu",102
"1687","hat","aber",102
"1688","die","chance",102
"1689","und","keine",102
"1690","du","mich",102
"1691","auf","seine",102
"1692","die","ganzen",102
"1693","das","projekt",102
"1694","viele","menschen",102
"1695","oder","was",102
"1696","wäre","das",102
"1697","sich","doch",102
"1698","dann","wieder",102
"1699","gespräch","mit",102
"1700","an","eine",102
"1701","nicht","schlecht",102
"1702","stellt","sich",102
"1703","ich","wohl",102
"1704","eigentlich","nicht",102
"1705","und","über",102
"1706","der","tat",102
"1707","der","berliner",102
"1708","die","hand",101
"1709","im","haus",101
"1710","ich","kenne",101
"1711","heute","auch",101
"1712","mir","so",101
"1713","musst","du",101
"1714","so","was",101
"1715","nicht","gerade",101
"1716","heute","wieder",101
"1717","sehe","ich",101
"1718","zu","stellen",101
"1719","darf","man",101
"1720","ist","also",101
"1721","der","nächste",101
"1722","jetzt","mit",101
"1723","sie","einen",101
"1724","als","wir",101
"1725","jedes","jahr",101
"1726","und","mein",101
"1727","auch","am",101
"1728","im","mai",101
"1729","der","linken",101
"1730","nicht","nach",101
"1731","in","brüssel",101
"1732","beginn","der",101
"1733","haben","in",101
"1734","mal","im",100
"1735","mehr","in",100
"1736","schon","eine",100
"1737","auch","was",100
"1738","euch","einen",100
"1739","den","rest",100
"1740","sollte","es",100
"1741","gibt","die",100
"1742","an","bord",100
"1743","was","von",100
"1744","bis","ende",100
"1745","der","uni",100
"1746","da","hat",100
"1747","die","gesamte",100
"1748","die","großen",100
"1749","keine","zeit",100
"1750","noch","der",100
"1751","millionen","dollar",100
"1752","dies","ist",100
"1753","in","zwei",100
"1754","so","einen",99
"1755","im","zug",99
"1756","dann","auf",99
"1757","wenn","nicht",99
"1758","im","märz",99
"1759","aber","immer",99
"1760","viel","zeit",99
"1761","morgen","ist",99
"1762","18","uhr",99
"1763","er","wird",99
"1764","hat","mit",99
"1765","der","wahl",99
"1766","kommt","der",99
"1767","kommen","die",99
"1768","schon","jetzt",99
"1769","aber","eine",99
"1770","die","daumen",99
"1771","habe","und",99
"1772","hier","die",99
"1773","sprecher","der",99
"1774","was","hat",98
"1775","im","bundestag",98
"1776","1","2",98
"1777","die","schule",98
"1778","zum","geburtstag",98
"1779","happy","birthday",98
"1780","zurück","und",98
"1781","oder","das",98
"1782","wurde","in",98
"1783","man","bei",98
"1784","kann","nur",98
"1785","mehr","und",98
"1786","wie","du",98
"1787","um","sie",98
"1788","erst","im",98
"1789","der","bevölkerung",98
"1790","der","grünen",98
"1791","kaum","noch",98
"1792","selbst","wenn",98
"1793","in","vielen",98
"1794","da","noch",97
"1795","bin","so",97
"1796","im","leben",97
"1797","gerade","mal",97
"1798","mit","und",97
"1799","finde","es",97
"1800","nicht","unbedingt",97
"1801","um","mich",97
"1802","der","den",97
"1803","nicht","wieder",97
"1804","das","aber",97
"1805","zur","arbeit",97
"1806","gut","zu",97
"1807","so","kann",97
"1808","ein","großer",97
"1809","sind","im",97
"1810","werde","die",97
"1811","am","anfang",97
"1812","die","eu",97
"1813","im","netz",97
"1814","hat","ja",97
"1815","der","schweiz",97
"1816","werden","der",97
"1817","die","kosten",97
"1818","jahre","alte",97
"1819","ich","brauche",96
"1820","habe","den",96
"1821","hat","nicht",96
"1822","hier","und",96
"1823","mal","an",96
"1824","heute","auf",96
"1825","es","wäre",96
"1826","weg","zur",96
"1827","hat","schon",96
"1828","noch","am",96
"1829","ich","dass",96
"1830","zeigt","sich",96
"1831","und","um",96
"1832","die","richtige",96
"1833","man","doch",96
"1834","der","eigenen",96
"1835","gemacht","und",96
"1836","ein","buch",96
"1837","die","zu",96
"1838","es","sein",96
"1839","wir","alle",96
"1840","einen","tag",96
"1841","in","form",96
"1842","in","anderen",96
"1843","sei","der",96
"1844","ja","immer",95
"1845","sie","wollen",95
"1846","die","mich",95
"1847","mich","so",95
"1848","in","unserem",95
"1849","in","london",95
"1850","es","dir",95
"1851","mit","anderen",95
"1852","macht","die",95
"1853","habe","gerade",95
"1854","im","herbst",95
"1855","jetzt","aber",95
"1856","der","auch",95
"1857","die","tür",95
"1858","die","ein",95
"1859","zwei","jahre",95
"1860","aber","dann",95
"1861","euro","für",95
"1862","im","bereich",95
"1863","in","new",95
"1864","jedoch","nicht",95
"1865","sind","so",94
"1866","die","mannschaft",94
"1867","da","und",94
"1868","das","nur",94
"1869","erst","in",94
"1870","wünsche","allen",94
"1871","denn","da",94
"1872","schönen","tag",94
"1873","und","ab",94
"1874","sich","jetzt",94
"1875","spiegel","online",94
"1876","bin","jetzt",94
"1877","der","vorsitzende",94
"1878","sie","schon",94
"1879","war","so",94
